153.0,0.0,1.0,1
157.5,0.0,1.0,1
162.0,0.0,1.0,1
204.6,0.2,2.4,1
324.0,0.4,1.0,1
344.4,0.2,1.2,1
354.5,0.0,1.0,1
369.5,0.0,1.0,1
372.0,0.0,1.0,1
374.9,0.3,2.6,1
377.33334,0.6666667,1.0,1
549.0769,0.15384616,2.9230769,1
554.0,0.0,1.0,1
556.0,0.0,1.0,1
562.0,0.0,1.0,1
568.0,0.33333334,1.6666666,1
576.0,0.0,1.0,1
776.0,0.0,1.0,1
778.0,0.0,1.0,1
1022.0,0.0,1.0,1
178.0,1.0,1.0,1
206.0,1.0,1.5,1
235.0,1.0,1.0,1
371.0,1.0,1.0,1
465.0,1.0,1.5,1
544.0,1.0,1.0,1
557.0,1.0,1.0,1
559.5,1.0,1.0,1
692.0,1.0,1.0,1
707.0,1.0,1.0,1
709.0,1.5,1.0,1
712.0,1.0,1.0,1
729.6667,1.0,1.6666666,1
747.0,1.0,1.0,1
161.0,2.0,1.0,1
205.0,2.0,1.0,1
311.0,2.0,1.0,1
324.0,2.0,1.0,1
343.5,2.0,1.0,1
346.0,2.0,1.0,1
464.0,2.0,1.0,1
536.0,2.0,1.0,1
550.0,2.0,1.0,1
552.0,2.0,1.0,1
554.0,2.0,1.0,1
564.0,2.0,1.0,1
596.0,2.0,1.0,1
731.0,2.0,1.0,1
734.0,2.0,1.0,1
778.0,2.0,1.5,1
789.0,2.0,1.0,1
1016.0,2.0,1.0,1
313.0,3.0,1.0,1
325.0,3.0,2.0,1
371.0,3.0,1.0,1
436.0,3.0,1.0,1
557.0,3.0,1.0,1
560.0,3.5,1.0,1
566.0,3.0,1.0,1
569.0,3.0,1.0,1
615.0,3.0,1.0,1
729.2857,3.4285715,1.0,1
773.0,3.0,1.0,1
776.5,3.0,1.0,1
791.0,3.0,1.0,1
793.0,3.0,1.0,1
795.0,3.0,1.0,1
798.0,3.0,1.0,1
810.0,3.0,1.0,1
878.0,3.0,1.0,1
1023.0,3.0,1.0,1
67.0,4.0,1.0,1
79.0,4.0,1.0,1
133.0,4.0,1.0,1
239.0,4.0,1.0,1
340.0,4.0,1.0,1
346.0,4.0,1.0,1
350.0,4.0,1.0,1
373.0,4.0,1.0,1
537.6667,3.1666667,1.0,1
543.0,4.0,1.0,1
553.0,4.0,1.0,1
555.0,4.0,1.0,1
558.0,4.0,1.0,1
689.3333,3.6666667,1.0,1
692.3333,4.0,1.3333334,1
708.0,4.0,1.0,1
789.0,4.0,1.0,1
831.0,4.0,1.0,1
835.0,4.0,1.0,1
206.0,5.0,1.0,1
232.0,5.0,1.0,1
240.0,5.0,1.0,1
345.0,5.0,1.0,1
371.0,5.0,1.0,1
404.0,5.0,1.0,1
434.0,5.0,1.0,1
688.0,5.0,1.0,1
691.0,5.0,1.0,1
715.0,5.0,1.0,1
729.0,5.0,1.0,1
790.0,5.0,1.0,1
792.0,5.0,1.0,1
843.0,5.0,1.0,1
298.0,6.0,1.0,1
404.5,6.0,2.0,1
407.0,6.0,1.0,1
432.0,6.0,1.0,1
443.0,6.0,1.0,1
461.0,6.0,1.0,1
538.6667,6.0,1.3333334,1
541.0,6.0,1.5,1
