124.35052,5.0438147,3.4072165,1,388,506
29.08648,12.679982,7.500439,1,2278,2022
100.21519,15.43038,1.6962025,1,79,154
39.26613,22.387096,5.4935484,1,620,808
75.790474,31.704762,1.9904761,1,105,226
100.454544,33.79798,1.9090909,1,99,198
75.84265,35.56787,6.019258,1,2129,1636
12.485665,41.1901,7.4580207,1,2930,2614
124.85294,48.463234,3.6176472,1,272,358
89.614456,51.144577,1.4337349,1,83,176
73.79457,55.50775,2.3410852,1,258,336
108.19353,48.117645,5.3041177,1,1700,1306
48.744987,59.934837,5.170426,1,1596,1382
4.3262577,62.342766,5.8726416,1,1272,916
63.039215,66.039215,1.4313725,1,51,108
120.20552,64.720856,5.03681,1,326,366
101.938965,68.143196,5.991784,1,852,902
22.93458,70.57009,2.0,1,107,178
78.55581,75.23925,6.8732843,1,2186,1834
11.886179,79.02846,6.7520328,1,246,378
34.075542,75.69526,8.478873,1,2343,2054
102.0978,86.02906,6.2941175,1,1411,1168
122.94055,80.477135,4.960366,1,656,632
48.620087,86.79476,3.5458515,1,229,356
67.498,91.00267,4.0200267,1,749,940
106.915016,98.09915,4.141643,1,353,552
45.429825,99.18421,2.6666667,1,114,214
11.4112425,100.255424,7.224359,1,2028,1760
125.008575,106.0343,5.108062,1,583,680
12.690476,109.40476,1.7380953,1,42,88
75.18091,109.56784,2.316583,1,199,304
87.64796,110.252716,8.183074,1,3403,3024
38.098114,117.19623,3.3584905,1,265,314
53.13999,107.26745,8.396991,1,2393,2232
116.126015,119.30081,8.049594,1,1230,1310
73.289474,125.4079,2.9824562,1,228,346
117.36653,26.653387,6.071713,0,251,398
86.551285,81.80769,4.6282053,0,78,162
123.3421,98.56579,3.118421,0,76,164
2.3976378,3.8070867,6.53937,1,254,356
55.85754,19.446928,7.1564245,0,358,416
64.048195,5.433735,5.807229,0,83,168
30.31171,99.63437,7.6217356,1,1187,1384
67.6473,105.82987,7.908714,0,241,356
54.75419,1.3575419,7.396648,1,179,254
84.87293,5.6700854,5.920798,1,1755,1382
89.41538,49.876923,5.276923,0,65,152
87.12069,98.663795,6.5086207,0,116,198
1.2645502,124.62434,11.063492,1,189,280
124.36957,12.717391,6.5434785,0,46,114
10.762646,15.953307,4.336576,1,514,592
19.734694,31.4195,3.707483,1,441,604
90.23154,48.269463,9.852296,0,501,514
61.813007,87.85366,8.2764225,0,123,236
122.3164,99.582,11.866473,0,689,782
102.53302,108.34434,8.726415,0,212,338
65.82609,80.27329,10.093167,0,161,338
121.17782,15.776291,10.648184,0,523,620
41.5,14.216666,8.666667,0,60,120
1.1647059,31.164705,10.4,1,85,158
69.65467,43.075405,12.528707,0,1167,1098
57.865673,69.17911,9.029851,0,67,124
43.465115,71.5814,8.651163,0,43,104
21.490076,116.59199,7.277481,1,2620,2108
2.846774,7.903226,9.806452,1,124,226
94.419754,63.074074,11.197531,0,81,150
18.931034,37.60468,13.130542,0,812,890
125.911766,82.35294,11.5,0,68,140
100.66434,10.146853,12.531468,0,143,238
113.47207,32.952515,12.837989,0,358,470
110.89297,56.171253,12.972477,0,327,454
83.68696,93.87826,12.504348,0,115,218
24.704546,97.98864,11.818182,0,88,188
57.97847,113.210526,13.421053,0,418,604
38.132744,117.9646,12.681416,0,113,194
39.211765,2.2470589,12.77647,1,85,158
85.04256,18.22695,12.83688,0,141,316
78.016396,23.147541,12.311476,0,61,154
113.732285,75.11811,13.173228,0,127,228
71.94931,116.451614,14.08295,0,217,368
125.925,1.9,14.325,1,40,88
1.1827956,13.655914,13.55914,1,93,180
57.29902,19.009804,14.215686,0,204,286
125.28,21.22,13.34,0,50,116
92.63344,29.587423,14.210123,0,652,888
47.867023,44.14527,8.569562,1,1301,1370
0.6976744,57.465115,14.325582,1,43,102
119.471695,66.971695,14.103773,0,106,208
60.197636,77.76689,13.902027,0,592,848
49.60234,87.93567,14.222222,0,171,320
73.03191,5.925532,14.62766,0,94,216
120.875,11.75,14.430555,0,72,148
72.89683,19.166666,14.420635,0,126,228
121.25517,52.76552,14.786207,0,145,306
83.1982,51.51351,14.7027025,0,111,246
101.92462,63.40201,14.592965,0,199,360
52.56,63.32,14.54,0,50,110
93.54237,81.10169,14.237288,0,59,140
27.68,87.013336,14.466666,0,75,152
105.81579,89.302635,14.565789,0,76,158
57.809525,104.90476,14.702381,0,84,188
98.666664,30.52381,15.0,0,42,112
13.952381,29.285715,15.0,0,42,118
41.758064,36.774193,15.0,0,62,168
108.47727,74.045456,15.0,0,44,124
