57.173744,2.1467183,4.061776,1,259,348
106.15643,2.0248537,8.347953,1,684,842
2.5227273,3.3636363,1.8181819,1,44,98
125.94304,4.993671,3.0,1,158,312
41.49808,15.722192,6.329315,1,1825,1742
55.79582,23.05727,8.094124,1,2008,1802
25.845821,22.978386,3.8270893,1,694,888
3.852349,22.71812,3.6510067,1,149,240
87.389145,19.838661,6.6407914,1,1971,2062
122.921326,28.867495,4.79089,1,483,624
117.26669,25.216715,7.1847606,1,2441,2382
11.56259,36.151833,5.3231792,1,2101,1922
87.37209,39.32558,1.6744186,1,43,106
21.604105,39.683285,3.653959,1,341,446
38.736668,39.56,2.6166666,1,300,408
121.625,42.4375,2.4407895,1,304,398
99.41609,41.67816,7.9731803,1,1305,1346
76.99601,45.60479,3.3493013,1,501,546
48.985714,51.25476,3.7190475,1,420,440
108.85714,57.085712,3.2714286,1,140,234
21.83051,60.288136,1.5762712,1,59,128
70.464645,61.22314,5.40955,1,1089,1080
101.75722,61.122242,4.7385397,1,589,780
126.44927,67.028984,2.5072465,1,69,150
6.237879,70.06061,4.3984847,1,660,804
106.02233,76.75598,4.1371613,1,627,622
31.264606,71.646065,9.102032,1,2362,2214
90.94546,85.94727,3.110909,1,550,720
3.8461537,89.65812,3.8632479,1,117,226
77.32516,91.54847,3.606135,1,815,816
40.65035,92.034966,2.0839162,1,143,242
114.49056,93.754715,1.735849,1,53,116
82.67273,96.65455,1.4727273,1,55,122
4.329918,97.50205,7.4313526,1,976,1002
76.09091,108.97727,1.7272727,1,44,104
50.5,114.898834,5.64786,1,1028,1060
88.364586,111.73065,5.2931547,1,672,840
62.759945,111.501045,3.6601536,1,1433,1370
102.37769,116.299416,7.5900197,1,2044,1846
122.221794,120.0153,4.1434035,1,523,596
102.0,126.02597,2.051948,1,77,154
89.56923,0.6769231,6.6923075,1,65,144
13.02924,0.98245615,7.1461987,1,171,282
72.367966,24.445887,5.2683983,0,231,382
52.899406,35.556213,5.254438,0,169,236
63.162792,43.162792,4.4883723,0,43,112
116.054054,44.708107,7.402703,0,370,504
87.731705,66.31707,4.878049,0,82,170
68.16832,98.47525,5.8613863,0,101,206
113.831665,105.37334,3.4433334,1,600,730
14.127778,73.62778,6.811111,0,180,278
123.96989,77.676704,9.640254,0,631,644
102.93639,102.042404,6.7491164,0,283,492
54.980392,110.43137,4.647059,0,51,118
39.982456,0.40350878,7.491228,1,57,136
72.39627,4.347319,8.829837,1,858,1098
15.44,16.06,5.52,0,50,104
29.409548,91.11307,9.291457,0,398,544
1.9891304,35.630436,7.478261,1,92,158
63.74,58.52,6.52,0,50,104
61.173912,81.797104,7.0289855,0,69,136
16.6,88.46,6.84,0,50,112
52.566822,88.60368,8.746544,0,217,338
24.185715,32.157143,7.207143,0,140,334
9.434633,53.6931,7.426918,1,2333,1814
126.36735,101.0,9.142858,0,49,108
102.13584,33.075287,12.346972,0,611,866
115.0,39.87037,8.611111,0,54,146
50.677654,68.75824,11.952381,0,273,406
97.45607,74.93724,10.221757,0,239,370
52.131645,102.43122,12.927426,0,1185,1360
67.04373,99.21866,11.116618,0,343,502
72.18604,113.209305,8.488372,0,43,104
64.89552,124.716415,9.134328,0,67,146
8.108303,7.870036,14.0198555,1,554,852
71.48424,46.97803,13.013371,0,1047,1224
122.71991,54.53472,13.560185,0,432,570
73.166664,63.148148,10.333333,0,54,132
112.00296,90.291855,13.539259,0,675,864
96.350426,107.333336,11.470085,0,117,248
17.628162,112.99663,6.9295955,1,2372,1962
44.02356,120.48691,13.286649,0,764,1010
46.13801,29.968327,12.959276,0,442,572
98.61404,53.80702,11.397661,0,171,276
77.40833,81.76667,12.425,0,240,366
11.647887,92.23943,11.654929,0,142,236
28.12245,37.408165,11.489796,0,49,106
120.97561,112.560974,11.670732,0,82,178
79.44656,121.5,13.557252,0,524,576
70.12931,121.64655,12.0172415,0,116,240
19.506023,9.259036,13.656627,1,166,350
104.4186,14.023255,13.5348835,0,43,92
124.53333,11.448484,14.036364,0,165,296
1.6461538,21.738462,13.969231,1,65,132
91.74725,27.901098,13.483517,0,91,172
2.8616352,65.157234,14.213837,1,159,250
121.00635,120.61905,14.136508,0,315,460
42.142857,2.5612245,14.551021,1,98,178
90.2,11.581819,14.648485,0,165,300
14.9,32.05,14.55,0,40,102
93.17065,44.098976,14.726962,0,293,592
56.724136,47.525864,14.431034,0,116,228
37.694916,48.711864,14.779661,0,59,142
51.435482,60.564518,14.451612,0,62,126
72.18421,67.039474,14.618421,0,76,148
68.41071,81.23214,14.75,0,56,130
21.695238,88.2619,14.590476,0,210,356
88.500206,80.60757,8.725498,1,2459,2366
6.2197804,100.21978,14.516483,0,91,170
93.052086,119.135414,14.78125,0,96,214
4.803571,126.0,14.714286,1,56,134
34.875,56.416668,15.0,0,48,142
43.092594,69.12963,15.0,0,54,164
81.4898,82.244896,15.0,0,49,134
